PatientID,Diagnosis,Breed,Age,Sex,Neutered,WeightChange,Weight,Hospitalised,Vomiting,Diarrhoea,Hepatomegaly,ThinDrySkin,Alopecia,Pruritus,MuscleWastageWeakness,Lethargy,Panting,Neurological,Polydipsia,Polyuria,Polyphagia,IncreasedALKP,IncreasedATL_GGT_AST,Hypertensive,LowBloodSugar,Hypothyroid,CruciateSurgery
505,1,Others,8,M,True,No change,,False,False,False,False,False,True,False,False,True,True,False,False,True,True,,,False,False,False,False
506,1,Others,8,F,True,No change,8.4,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False
507,1,Shih Tzu,12,M,False,No change,12.7,False,False,False,False,True,True,False,False,False,False,False,True,False,False,,,False,False,False,False
508,1,Crossbreed,11,F,True,No change,,False,False,False,True,False,True,False,False,False,False,False,True,True,True,,,False,False,False,False
509,1,Cocker Spaniel,13,M,True,No change,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
510,1,Others,6,F,True,No change,67.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False
511,1,Crossbreed,18,M,True,No change,18.9,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False
512,1,Staffordshire Bull Terrier,14,M,True,No change,31.0,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False
513,1,Crossbreed,6,F,True,No change,6.36,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,,False,False,False,False
514,1,Jack Russell Terrier,14,M,False,No change,6.8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
515,1,Poodle,11,F,True,No change,8.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
516,1,Jack Russell Terrier,6,M,False,No change,10.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
517,1,Bichon Frise,14,M,False,No change,8.5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
518,1,Border Terrier,12,F,True,No change,10.25,True,False,False,True,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
519,1,Crossbreed,6,F,False,No change,9.2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
520,1,Bichon Frise,12,M,False,No change,6.16,False,False,False,False,True,True,True,False,False,False,False,True,True,True,,,False,False,False,False
521,1,Border Terrier,11,F,True,No change,8.6,False,False,False,True,False,False,False,True,False,False,True,True,True,True,,,False,False,False,False
522,1,Border Terrier,13,F,True,No change,8.8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,True,True
523,1,Crossbreed,8,M,False,No change,8.4,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,,False,True,False,False
524,1,Jack Russell Terrier,14,M,True,Weight loss,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
525,1,Staffordshire Bull Terrier,14,F,True,Weight gain,15.2,True,False,False,True,False,False,False,True,False,False,False,False,False,False,,,False,False,False,False
526,1,Others,9,F,True,No change,9.3,False,False,False,True,True,False,False,False,False,False,False,True,True,False,,,False,False,False,False
527,1,Chihuahua,8,M,True,Weight gain,7.15,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False
528,1,Border Terrier,11,M,True,No change,12.8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
529,1,Crossbreed,9,M,True,No change,63.5,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,,False,False,False,False
530,1,West Highland White Terrier,9,F,True,Weight gain,11.4,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False
531,1,Bichon Frise,7,F,True,Weight gain,11.0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False
532,1,Border Terrier,8,F,True,No change,8.25,False,False,False,False,True,False,False,False,False,False,False,True,True,False,,,False,False,False,False
533,1,Others,5,M,False,No change,32.8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
534,1,Schnauzer,10,F,True,No change,8.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
535,1,Cavalier King Charles Spaniel,8,M,True,No change,14.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
536,1,Others,11,M,True,No change,7.9,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
537,1,Chihuahua,14,F,True,No change,3.4,False,True,False,False,False,False,False,False,True,False,False,True,False,False,,,False,False,False,False
538,1,Shih Tzu,15,M,True,No change,8.6,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
539,1,Springer Spaniel,11,F,True,Weight loss,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
540,1,Jack Russell Terrier,11,M,True,No change,10.5,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
541,1,Crossbreed,10,F,True,No change,,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,True
542,1,Yorkshire Terrier,10,F,False,No change,6.3,True,False,False,True,False,False,False,False,True,True,True,False,False,False,,,False,False,False,False
543,1,Poodle,11,F,True,No change,4.6,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,,False,False,False,False
544,1,Crossbreed,11,M,True,No change,17.2,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
545,1,Crossbreed,10,M,True,No change,20.0,False,True,False,False,False,False,False,False,True,False,True,False,False,True,,,False,False,False,False
546,1,Crossbreed,6,F,True,No change,10.74,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
547,1,Chihuahua,7,M,True,No change,7.1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
548,1,Others,12,M,False,No change,10.14,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
549,1,Crossbreed,7,F,False,Weight gain,5.2,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,,False,False,False,False
550,1,Yorkshire Terrier,11,M,False,No change,8.3,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,,False,False,False,False
551,1,Yorkshire Terrier,8,M,True,Weight gain,5.11,False,False,False,False,True,False,False,False,False,True,False,True,True,True,,,False,False,False,False
552,1,Crossbreed,10,F,False,No change,6.22,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False
553,1,Cavalier King Charles Spaniel,9,F,False,No change,7.65,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False
554,1,Labrador Retriever,11,M,False,No change,47.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,True,False,False,False
555,1,West Highland White Terrier,11,F,False,No change,6.7,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,False,False,False,False
556,1,Others,12,F,True,No change,3.6,False,False,False,True,False,True,False,False,False,False,True,True,True,False,,,False,False,True,False
557,1,Bichon Frise,8,F,True,No change,9.6,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False
558,1,Others,9,F,True,No change,,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
559,1,Others,9,F,True,No change,35.5,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
560,1,Jack Russell Terrier,11,F,True,No change,14.4,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False
561,1,Others,11,M,True,No change,13.5,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,,False,False,False,False
562,1,Staffordshire Bull Terrier,10,M,False,No change,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
563,1,Others,10,M,True,Weight loss,11.2,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False
564,1,Jack Russell Terrier,13,M,True,No change,16.5,False,False,False,False,False,False,False,True,False,True,False,False,True,False,,,False,False,False,False
565,1,Jack Russell Terrier,10,F,True,No change,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
566,1,Jack Russell Terrier,11,M,True,No change,4.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
567,1,Border Terrier,7,M,False,Weight loss,10.4,False,False,True,False,False,True,False,False,False,False,False,True,True,True,,,False,False,False,False
568,1,Crossbreed,10,M,True,No change,10.06,False,False,False,True,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
569,1,Crossbreed,7,M,True,No change,13.9,False,False,False,True,True,True,False,True,False,False,False,False,False,False,,,False,False,False,False
570,1,Border Terrier,11,F,True,No change,12.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,,,False,False,False,False
571,1,Others,13,F,False,No change,11.8,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False
572,1,Yorkshire Terrier,10,M,True,No change,14.1,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
573,1,West Highland White Terrier,10,M,True,Weight loss,8.7,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
574,1,Staffordshire Bull Terrier,11,F,True,No change,24.45,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False
575,1,Others,10,M,True,No change,11.7,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
576,1,Yorkshire Terrier,4,F,False,No change,5.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
577,1,Crossbreed,5,F,True,No change,9.4,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
578,1,Boxer,9,M,True,No change,42.1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,False,False,False,False
579,1,Others,9,F,True,No change,11.7,False,False,False,True,False,True,False,True,False,False,False,True,True,True,,,False,False,False,False
