PatientID,BirthDate,IsNeutered,SexSource,BreedVeNomID,SourceBreed,Case_1,Date first suspected_2,Date confirmed_3,Date ruled out_4,Weight at suspected,Polydipsia mentioned_5,Polyuria mentioned_6,Polyphagia_7,Vomiting_8,Diarrhoea_9,Potbelly/hepatomegaly_10,Weight_11,Thin/dry skin_12,Alopecia_13,Pruritus_14,Muscle wastage/weakness_15,Lethargy_16,Panting_17,Neurological signs_18,Increased ALKP_19,Increased ALT/GGT/AST_20,USG <1.20_21,Proteinuria_22,Heart rate_23,Temperature_24,ALKP level_28,USG level_29,Hospitalised,Hypertensive,Insulin,Hypothyroid,Cruciate
389,9/02/2008 0:00,FALSE,Female    ,15076,Staffordshire Bull Terrier,1,14/08/2017 23:00,16/08/2017 23:00,,19.1,No,No,Yes,No,No,No,Weight gain,No,Yes,No,Yes,Yes,No,No,Unknown,Yes,Unknown,Unknown,108,,,,No,No,No,No,No
390,22/12/2010 0:00,TRUE,Male - Neutered,14672,Schnauzer,1,20/08/2017 23:00,23/08/2017 23:00,,7.6,Yes,Yes,No,Yes,No,No,Weight loss,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
391,1/03/2008 0:00,TRUE,Male - Neutered,15009,Jack Russell Terrier,1,9/08/2017 23:00,24/08/2017 23:00,,10.5,Yes,Yes,No,No,No,Yes,Weight gain,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,994,,No,No,No,No,No
392,13/04/2007 0:00,TRUE,Female - Neutered,14672,Schnauzer,1,16/08/2017 23:00,31/08/2017 23:00,,10.5,Yes,Yes,No,No,No,Yes,Weight gain,No,No,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
393,15/01/2007 0:00,TRUE,Male      ,13714,Bichon Frise,1,27/08/2017 23:00,31/08/2017 23:00,,13.3,Yes,No,No,No,No,No,Weight gain,No,Yes,No,No,No,No,No,Unknown,Unknown,Yes,No,,,,1.017,No,No,No,No,No
394,18/10/2003 0:00,TRUE,Male - Neutered,15076,Staffordshire Bull Terrier,1,23/08/2017 23:00,3/09/2017 23:00,,31.6,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,,38.2,,,No,No,No,No,No
395,19/03/2004 0:00,TRUE,Male - Neutered,14846,Cocker Spaniel,1,31/08/2017 23:00,4/09/2017 23:00,,19.2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,1.01,No,No,No,No,No
396,17/11/2004 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,6/09/2017 23:00,9/09/2017 23:00,,24.6,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
397,6/07/2008 0:00,TRUE,Female    ,13714,Bichon Frise,1,3/09/2017 23:00,10/09/2017 23:00,,5.9,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Unknown,Unknown,No,No,,,,1.022,Yes,No,No,No,No
398,13/11/2008 0:00,TRUE,Female - Neutered,15127,Whippet,1,28/08/2017 23:00,11/09/2017 23:00,,10.36,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,80,,,1.005,No,No,No,No,No
399,1/09/2004 0:00,TRUE,Male      ,15087,Yorkshire Terrier,1,16/08/2017 23:00,13/09/2017 23:00,,,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Unknown,Unknown,No,Yes,124,,,1.02,No,No,No,No,No
400,24/03/2008 0:00,FALSE,Female    ,14595,Poodle,1,3/09/2017 23:00,13/09/2017 23:00,,3.05,Yes,Yes,Yes,No,No,Yes,Weight loss,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
401,25/05/2001 0:00,TRUE,Female - Neutered,13883,Collie,1,7/09/2017 23:00,13/09/2017 23:00,,30.6,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,11151,1.015,No,No,No,No,No
402,1/07/2004 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,10/09/2017 23:00,14/09/2017 23:00,,24.4,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,Yes,Yes,No,No
403,6/12/2008 0:00,TRUE,Male - Neutered,13724,Boxer,1,3/09/2017 23:00,19/09/2017 23:00,,31.4,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,80,38.6,,,No,No,No,No,No
404,6/08/2003 0:00,FALSE,Male      ,14993,Cairn Terrier,1,25/07/2017 23:00,19/09/2017 23:00,,10.7,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1731,1.013,No,No,No,No,No
405,6/03/2002 0:00,TRUE,Female    ,,Crossbreed,1,14/09/2017 23:00,19/09/2017 23:00,,10.68,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
406,1/08/2008 0:00,TRUE,Female    ,15083,Tibetan Terrier,1,21/08/2017 23:00,24/09/2017 23:00,,,No,No,No,No,No,Yes,Weight gain,Yes,No,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,120,38,,,No,No,No,No,No
407,21/03/2011 0:00,FALSE,Male      ,,Chihuahua,1,15/09/2017 23:00,24/09/2017 23:00,,2.5,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
408,14/10/2009 0:00,FALSE,Female    ,Crossbreed,Crossbreed,1,12/09/2017 23:00,24/09/2017 23:00,,30.6,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Unknown,Unknown,Unknown,,,2000,,No,No,No,No,No
409,11/04/2007 0:00,FALSE,Female    ,15009,Jack Russell Terrier,1,24/09/2017 23:00,1/10/2017 23:00,,8.64,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
410,9/05/2006 0:00,TRUE,Female - Neutered,15049,Scottish Terrier,1,27/09/2017 23:00,2/10/2017 23:00,,8.8,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,70,39,674,1.008,No,No,No,No,No
411,22/06/2007 0:00,FALSE,Male      ,14928,Aberdeen Terrier,1,25/09/2017 23:00,2/10/2017 23:00,,18.9,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,180,38.9,,1.026,No,No,No,No,No
412,4/05/2013 0:00,FALSE,Female    ,-129,Crossbreed,1,31/08/2017 23:00,3/10/2017 23:00,,15.2,Yes,No,Yes,No,No,Yes,Weight gain,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,90,,412,1.025,No,No,No,No,No
413,27/10/2006 9:20,TRUE,Male      ,14631,Labrador Retriever,1,2/10/2017 23:00,4/10/2017 23:00,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,No,No,No
414,1/06/2004 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,28/09/2017 23:00,5/10/2017 23:00,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
415,13/09/2015 0:00,FALSE,Female    ,14275,Siberian Husky,1,26/08/2017 23:00,5/10/2017 23:00,,21.1,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,No,No,No
416,2/05/2004 0:00,FALSE,Female    ,14796,German Shepherd,1,13/07/2017 23:00,8/10/2017 23:00,,43,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Unknown,Unknown,Yes,Unknown,,,,1.008,No,No,No,Yes,No
417,16/12/2007 0:00,TRUE,Male      ,14962,Border Terrier,1,5/10/2017 23:00,8/10/2017 23:00,,14.5,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,,Yes,No,No,No,No
418,1/06/2004 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,1,19/09/2017 23:00,9/10/2017 23:00,,11.85,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,100,,1369,,No,No,No,No,No
419,9/06/2006 0:00,TRUE,Male - Neutered,14672,Schnauzer,1,18/07/2017 23:00,11/10/2017 23:00,,9.8,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,100,,1341,1.015,No,No,No,No,No
420,14/04/2010 0:00,TRUE,Male      ,Crossbreed,Crossbreed,1,24/09/2017 23:00,15/10/2017 23:00,,10.75,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Unknown,Unknown,80,38.7,,,No,No,No,No,No
421,11/05/2009 0:00,TRUE,Female - Neutered,19077,Dogue de Bordeaux,1,26/07/2017 23:00,16/10/2017 23:00,,56.25,Yes,Yes,No,No,No,No,No change,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
422,19/05/2008 0:00,FALSE,Female    ,14631,Labrador Retriever,1,17/10/2017 23:00,18/10/2017 23:00,,37.8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
423,24/03/2008 0:00,TRUE,Female    ,13683,Beagle,1,11/10/2017 23:00,22/10/2017 23:00,,14.2,Yes,Yes,No,No,No,Yes,No change,No,No,No,No,No,No,No,Yes,Yes,Yes,No,100,,,1,No,No,No,No,No
424,14/03/2006 0:00,TRUE,Male - Neutered,13714,Bichon Frise,1,29/08/2017 23:00,23/10/2017 23:00,,9.2,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,38.3,,,Yes,No,No,No,No
425,28/08/2002 0:00,TRUE,Female    ,,Crossbreed,1,17/10/2017 23:00,23/10/2017 23:00,,7.8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,Yes,,,,1.02,No,No,No,No,Yes
426,15/02/2007 0:00,FALSE,Male      ,13714,Bichon Frise,1,18/10/2017 23:00,26/10/2017 23:00,,11.26,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,,,1512,,Yes,No,No,No,Yes
427,18/12/2003 0:00,TRUE,Female - Neutered,15076,Staffordshire Bull Terrier,1,15/10/2017 23:00,26/10/2017 23:00,,20.2,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Unknown,Unknown,Yes,Unknown,,,,1.015,No,No,No,No,No
428,14/01/2006 0:00,FALSE,Female    ,14283,Siberian Husky,1,16/10/2017 23:00,26/10/2017 23:00,,33.8,No,No,No,No,No,No,Weight loss,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,120,,,,No,No,No,No,No
429,31/12/2009 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,26/10/2017 23:00,30/10/2017 0:00,,9.3,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,128,39.1,801,1.034,No,No,No,No,No
430,28/02/2005 0:00,TRUE,Male - Neutered,15009,Jack Russell Terrier,1,8/10/2017 23:00,30/10/2017 0:00,,7.5,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
431,28/04/2003 0:00,TRUE,Male - Neutered,15086,West Highland White Terrier,1,19/10/2017 23:00,30/10/2017 0:00,,9.45,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.014,No,No,No,No,No
432,20/10/2009 0:00,TRUE,Female    ,14846,Cocker Spaniel,1,28/08/2017 23:00,31/10/2017 0:00,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,No,No,No
433,9/08/2006 0:00,TRUE,Female - Neutered,14957,Bedlington Terrier,1,19/10/2017 23:00,31/10/2017 0:00,,9.8,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,80,,,,No,No,No,Yes,No
434,1/04/2008 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,1,26/10/2017 23:00,31/10/2017 0:00,,29.05,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,,,772,,No,No,No,No,No
435,7/09/2005 0:00,TRUE,Female    ,14957,Bedlington Terrier,1,20/10/2017 23:00,2/11/2017 0:00,,12.8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,100,38.8,,1.018,No,No,No,No,No
436,1/01/2006 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,24/10/2017 23:00,2/11/2017 0:00,,18.05,Yes,Yes,No,No,No,No,Weight loss,No,No,No,No,No,No,No,Unknown,Unknown,Yes,No,,,,1.016,No,No,No,No,No
437,6/11/2005 0:00,TRUE,Female - Neutered,15087,Yorkshire Terrier,1,12/10/2017 23:00,3/11/2017 0:00,,8.55,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
438,9/10/2004 0:00,TRUE,Male - Neutered,14129,Basset Hound,1,24/09/2017 23:00,3/11/2017 0:00,,35,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,112,,,,No,No,No,No,No
439,26/09/2010 0:00,TRUE,Male - Neutered,13714,Bichon Frise,1,22/08/2017 23:00,3/11/2017 0:00,,8.7,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,120,,540,1.026,No,No,No,Yes,No
440,10/11/2010 0:00,TRUE,Male      ,13724,Boxer,1,16/10/2017 23:00,3/11/2017 0:00,,,Yes,No,Yes,No,No,No,Weight loss,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,1.004,Yes,No,No,No,No
441,25/01/2008 0:00,TRUE,Male - Neutered,14846,Cocker Spaniel,1,22/10/2017 23:00,3/11/2017 0:00,,9.5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.012,No,No,No,No,No
442,26/04/2009 0:00,FALSE,Female    ,15009,Jack Russell Terrier,1,11/10/2017 23:00,3/11/2017 0:00,,10,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
443,28/09/2006 0:00,TRUE,Male - Neutered,14609,Golden Retriever,1,27/10/2017 23:00,4/11/2017 0:00,,34,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,390,1.006,No,No,No,No,No
444,1/01/2007 0:00,TRUE,Female    ,15009,Jack Russell Terrier,1,30/09/2017 23:00,7/11/2017 0:00,,5.9,Yes,Yes,Yes,No,No,No,Weight gain,No,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
445,2/07/2004 0:00,TRUE,Female - Neutered,15049,Scottish Terrier,1,1/11/2017 0:00,7/11/2017 0:00,,14.6,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Unknown,Unknown,Unknown,,,992,,Yes,No,No,No,No
446,1/04/2005 0:00,TRUE,Female    ,13640,Akita Inu,1,2/06/2015 23:00,8/11/2017 0:00,,,Yes,Yes,No,No,No,Yes,Weight gain,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,72,,,,No,No,No,No,No
447,14/11/2004 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,30/10/2017 0:00,8/11/2017 0:00,,15.5,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,37.9,4022,1.01,No,No,No,No,No
448,18/02/2005 0:00,TRUE,Male - Neutered,14962,Border Terrier,1,19/10/2017 23:00,9/11/2017 0:00,,11.4,Yes,Yes,No,No,No,No,Weight gain,No,Yes,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,641,,Yes,No,No,Yes,No
449,14/06/2007 0:00,FALSE,Female    ,15009,Jack Russell Terrier,1,19/09/2016 23:00,9/11/2017 0:00,,11.1,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,,38,,1.021,No,No,No,No,No
450,2/07/2010 0:00,TRUE,Female    ,14962,Border Terrier,1,12/11/2017 0:00,14/11/2017 0:00,,10.2,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
451,25/12/2010 0:00,TRUE,Female    ,13714,Bichon Frise,1,2/10/2017 23:00,14/11/2017 0:00,,9.5,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
452,1/12/2003 0:00,TRUE,Female    ,Crossbreed,Crossbreed,1,12/10/2017 23:00,14/11/2017 0:00,,13.3,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Unknown,,,,1.012,No,No,No,No,No
453,1/09/2005 0:00,FALSE,Female    ,15076,Staffordshire Bull Terrier,1,6/11/2017 0:00,15/11/2017 0:00,,19,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
454,26/09/2006 0:00,FALSE,Female    ,Crossbreed,Crossbreed,1,9/11/2017 0:00,17/11/2017 0:00,,7.7,Yes,Yes,Yes,No,No,Yes,No change,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,1.02,Yes,No,No,No,No
455,24/02/2002 15:16,TRUE,Male      ,14833,Shih Tzu,1,16/11/2017 0:00,27/11/2017 0:00,,,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
456,19/11/2007 0:00,TRUE,Female - Neutered,14593,Poodle,1,20/10/2017 23:00,28/11/2017 0:00,,6,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,120,38.9,2891,,Yes,No,No,Yes,Yes
457,5/11/2009 0:00,TRUE,Female - Neutered,14957,Bedlington Terrier,1,21/11/2017 0:00,29/11/2017 0:00,,9.2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,,,1.022,No,No,No,No,No
458,14/12/2006 0:00,TRUE,Female - Neutered,14833,Shih Tzu,1,29/11/2017 0:00,30/11/2017 0:00,,8.2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,120,37.4,,,Yes,No,No,No,No
459,1/09/2004 0:00,TRUE,Female    ,15076,Staffordshire Bull Terrier,1,16/11/2017 0:00,30/11/2017 0:00,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
460,21/07/2010 0:00,TRUE,Male      ,Crossbreed,Crossbreed,1,1/12/2017 0:00,7/12/2017 0:00,,9.5,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
461,29/11/2006 0:00,FALSE,Male      ,13873,Shar Pei,1,6/12/2017 0:00,12/12/2017 0:00,,22,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,104,37,,,No,No,No,No,No
462,10/04/2012 0:00,TRUE,Female    ,15087,Yorkshire Terrier,1,18/11/2017 0:00,13/12/2017 0:00,,4.7,Yes,Yes,Yes,No,No,No,Weight gain,No,Yes,No,No,No,Yes,No,No,No,Unknown,Unknown,140,,,,No,No,No,No,No
463,15/04/2012 0:00,TRUE,Male      ,14672,Schnauzer,1,9/12/2017 0:00,14/12/2017 0:00,,19.9,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
464,27/01/2009 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,1,18/09/2017 23:00,15/12/2017 0:00,,11.2,No,No,No,No,No,No,Weight gain,No,No,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,122,,,,No,No,No,No,No
465,13/07/2008 0:00,TRUE,Female - Neutered,13882,Collie,1,6/12/2017 0:00,18/12/2017 0:00,,16.95,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,,347,1.002,No,No,No,No,No
466,5/11/2008 0:00,TRUE,Female    ,15008,Irish Terrier,1,27/09/2017 23:00,18/12/2017 0:00,,21.1,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,1896,1.05,No,No,No,No,No
467,18/07/2005 0:00,TRUE,Male - Neutered,14846,Cocker Spaniel,1,26/09/2017 23:00,20/12/2017 0:00,,13.6,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Unknown,,,,1.005,No,No,No,No,No
468,6/11/2006 0:00,TRUE,Male - Neutered,14833,Shih Tzu,1,20/12/2017 0:00,22/12/2017 0:00,,8.1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,120,38.5,,1.008,No,No,No,No,No
469,16/12/2006 0:00,FALSE,Female    ,-164,Hungarian Vizsla,1,1/12/2017 0:00,22/12/2017 0:00,,26.7,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Unknown,Unknown,108,39.2,,,No,No,No,No,No
470,4/10/2006 0:00,TRUE,Female    ,18063,Crossbreed,1,18/12/2017 0:00,28/12/2017 0:00,,38.2,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,128,39.2,,1.028,No,No,No,No,No
471,14/12/2011 0:00,TRUE,Male      ,14636,Rottweiler,1,28/12/2017 0:00,29/12/2017 0:00,,59,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,Unknown,Yes,No,,,,1.009,No,No,No,No,No
472,1/10/2011 0:00,TRUE,Male - Neutered,13714,Bichon Frise,1,15/12/2017 0:00,29/12/2017 0:00,,13.9,Yes,Yes,Yes,No,Yes,Yes,Weight gain,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,No,No,Yes
473,5/01/2011 0:00,FALSE,Female    ,Crossbreed,Crossbreed,1,19/10/2017 23:00,29/12/2017 0:00,,33.1,Yes,Yes,Yes,No,No,Yes,Weight gain,No,Yes,No,No,Yes,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
474,10/10/2004 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,1,28/12/2017 0:00,29/12/2017 0:00,,9.8,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,Yes
475,19/10/2007 0:00,FALSE,Male      ,15087,Yorkshire Terrier,1,13/12/2017 0:00,3/01/2018 0:00,,7.3,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,No,Yes,,,,1.024,No,No,No,No,No
476,1/11/2005 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,1,22/12/2017 0:00,4/01/2018 0:00,,10.5,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,128,38.1,,,No,No,No,No,No
477,25/07/2008 8:17,TRUE,Male      ,Crossbreed,Crossbreed,1,2/01/2018 0:00,5/01/2018 0:00,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,120,38.6,,,No,No,No,No,No
478,7/11/2007 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,27/12/2017 0:00,5/01/2018 0:00,,39.3,Yes,Yes,No,No,No,No,Weight gain,No,Yes,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,,,3088,,No,No,No,No,No
479,17/10/2008 0:00,FALSE,Female    ,14672,Schnauzer,1,5/01/2018 0:00,8/01/2018 0:00,,13.55,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
480,21/02/2006 0:00,TRUE,Male - Neutered,15076,Staffordshire Bull Terrier,1,2/01/2018 0:00,9/01/2018 0:00,,20.4,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,112,38.3,1396,,No,No,No,No,No
481,24/02/2008 0:00,TRUE,Female    ,13793,Bulldog,1,16/12/2017 0:00,9/01/2018 0:00,,22,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,120,,763,1.02,Yes,No,No,No,No
482,30/11/2004 0:00,TRUE,Female - Neutered,14884,Springer Spaniel,1,13/01/2018 0:00,19/01/2018 0:00,,25.8,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Unknown,90,,,1.001,No,No,No,No,No
483,12/05/2007 0:00,TRUE,Female - Neutered,13714,Bichon Frise,1,26/10/2017 23:00,22/01/2018 0:00,,11.1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,Unknown,No,Unknown,,39,,1.03,No,No,No,No,No
484,12/05/2008 0:00,FALSE,Male      ,15076,Staffordshire Bull Terrier,1,23/12/2017 0:00,23/01/2018 0:00,,23.3,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.015,No,No,No,No,No
485,1/01/2006 0:00,TRUE,Male      ,14631,Labrador Retriever,1,12/01/2018 0:00,26/01/2018 0:00,,,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Unknown,Unknown,No,Unknown,100,,,1.038,No,No,No,No,No
486,30/07/2008 0:00,FALSE,Male      ,15087,Yorkshire Terrier,1,23/01/2018 0:00,26/01/2018 0:00,,5.2,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,130,38.2,,,No,No,No,No,No
487,28/07/2005 0:00,FALSE,Female    ,Crossbreed,Crossbreed,1,20/01/2018 0:00,26/01/2018 0:00,,9.33,Yes,No,No,No,Yes,Yes,Weight loss,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,38.6,5000,,Yes,No,No,No,Yes
488,6/10/2003 0:00,TRUE,Male      ,15009,Jack Russell Terrier,1,29/12/2017 0:00,29/01/2018 0:00,,11.1,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,,,2000,,No,No,No,No,No
489,8/07/2008 0:00,TRUE,Female - Neutered,15076,Staffordshire Bull Terrier,1,26/01/2018 0:00,30/01/2018 0:00,,30.1,Yes,Yes,Yes,No,No,No,Weight gain,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,148,,2673,1.021,No,No,No,No,No
